id;code_cec;libelle_cec;arrondissement;departement;region
722;SU1011;CECSDE MVIE;AKOM II;OCEAN;SUD
723;NO1102;CENTRE SECONDAIRE DE BALKOSSA;BEKA;FARO;NORD
724;NOALF7;CENTRE SECONDAIRE DE BAME;LAGDO;BENOUE;NORD
725;NOALF10;CENTRE SECONDAIRE DE BANGLI;MAYO-HOURNA;BENOUE;NORD
726;NO2612;CENTRE SECONDAIRE DE BANTADJE;POLI;FARO;NORD
727;NOALF2;CENTRE SECONDAIRE DE BAONIA DJALLOU;DEMBO;BENOUE;NORD
728;NO1402;CENTRE SECONDAIRE DE BATAO;FIGUIL;MAYO-LOUTI;NORD
729;NO1903;CENTRE SECONDAIRE DE BELI;GUIDER;MAYO-LOUTI;NORD
730;NO2703;CENTRE SECONDAIRE DE BERE;REY BOUBA;MAYO-REY;NORD
731;NO1403;CENTRE SECONDAIRE DE BIDZAR;FIGUIL;MAYO-LOUTI;NORD
732;NO1404;CENTRE SECONDAIRE DE BIOU;FIGUIL;MAYO-LOUTI;NORD
733;NOALF22;CENTRE SECONDAIRE DE BITOYE;TOUBORO;MAYO-REY;NORD
734;NO2505;CENTRE SECONDAIRE DE BOUNGUEL;PITOA;BENOUE;NORD
735;NO1905;CENTRE SECONDAIRE DE DAFA-LE-BAS;GUIDER;MAYO-LOUTI;NORD
736;NO2303;CENTRE SECONDAIRE DE DAZAL;MAYO OULO;MAYO-LOUTI;NORD
737;NO1925;CENTRE SECONDAIRE DE DJAMBOUTOU;GUIDER;MAYO-LOUTI;NORD
738;NO2902;CENTRE SECONDAIRE DE DJOM;TOUBORO;MAYO-REY;NORD
739;NO2603;CENTRE SECONDAIRE DE DJOUMTE;POLI;FARO;NORD
740;NO2802;CENTRE SECONDAIRE DE DOUDJA;TCHOLLIRE;MAYO REY;NORD
741;NO2305;CENTRE SECONDAIRE DE DOURBEYE;MAYO OULO;MAYO-LOUTI;NORD
742;NO1906;CENTRE SECONDAIRE DE DOUROUM;GUIDER;MAYO-LOUTI;NORD
743;NO3003;CENTRE SECONDAIRE DE ERGUE;TOUROUA;BENOUE;NORD
744;NO1919;CENTRE SECONDAIRE DE GARA-GOLOMBE;GUIDER;MAYO-LOUTI;NORD
745;NO1907;CENTRE SECONDAIRE DE GAVAL;GUIDER;MAYO-LOUTI;NORD
746;NOALF23;CENTRE SECONDAIRE DE GAZAWA;TOUBORO;MAYO-REY;NORD
747;NO2605;CENTRE SECONDAIRE DE GODE;POLI;FARO;NORD
748;NOALF24;CENTRE SECONDAIRE DE GOLOMBALI;TOUBORO;MAYO-REY;NORD
749;NO1908;CENTRE SECONDAIRE DE GOLOMBE;GUIDER;MAYO-LOUTI;NORD
750;NO2805;CENTRE SECONDAIRE DE GOUGA;TCHOLLIRE;MAYO REY;NORD
751;NO1909;CENTRE SECONDAIRE DE KAKALA;GUIDER;MAYO-LOUTI;NORD
752;NO2905;CENTRE SECONDAIRE DE KANANA;TOUBORO;MAYO-REY;NORD
753;NOALF1;CENTRE SECONDAIRE DE KATCHEO;BIBEMI;BENOUE;NORD
754;NO2906;CENTRE SECONDAIRE DE KOMBO;TOUBORO;MAYO-REY;NORD
755;NO2308;CENTRE SECONDAIRE DE KOMBOM;MAYO OULO;MAYO-LOUTI;NORD
756;NO1405;CENTRE SECONDAIRE DE KONG-KONG;FIGUIL;MAYO-LOUTI;NORD
757;NOALF18;CENTRE SECONDAIRE DE KROUK;TCHOLLIRE;MAYO REY;NORD
758;NO1406;CENTRE SECONDAIRE DE IAM;FIGUIL;MAYO-LOUTI;NORD
759;NOALF26;CENTRE SECONDAIRE DE IAOUDJOUGOYE;MADINGRING;MAYO-REY;NORD
760;NO1924;CENTRE SECONDAIRE DE IARBAK;GUIDER;MAYO-LOUTI;NORD
761;NO1918;CENTRE SECONDAIRE DE IIBE;GUIDER;MAYO-LOUTI;NORD
762;NO1923;CENTRE SECONDAIRE DE IOUGGERE;GUIDER;MAYO-LOUTI;NORD
763;NO3004;CENTRE SECONDAIRE DE IOUGOUNDE;TOUROUA;BENOUE;NORD
764;NO1921;CENTRE SECONDAIRE DE MALWOY;GUIDER;MAYO-LOUTI;NORD
765;NO2606;CENTRE SECONDAIRE DE MANA;POLI;FARO;NORD
766;NO2309;CENTRE SECONDAIRE DE MANDAMA;MAYO OULO;MAYO-LOUTI;NORD
767;NO2705;CENTRE SECONDAIRE DE MARADI;REY BOUBA;MAYO-REY;NORD
768;NO1922;CENTRE SECONDAIRE DE MAYEL POLI;GUIDER;MAYO-LOUTI;NORD
769;NO1916;CENTRE SECONDAIRE DE MAYO KEWE;GUIDER;MAYO-LOUTI;NORD
770;NO1912;CENTRE SECONDAIRE DE MAYO IOUE;GUIDER;MAYO-LOUTI;NORD
771;NOALF20;CENTRE SECONDAIRE DE MAYO-GALKE;TCHOLLIRE;MAYO REY;NORD
772;NO2310;CENTRE SECONDAIRE DE MAYO-OULO CHEFFERIE;MAYO OULO;MAYO-LOUTI;NORD
773;NO2908;CENTRE SECONDAIRE DE MBAKANA;TOUBORO;MAYO-REY;NORD
774;NO2907;CENTRE SECONDAIRE DE MBALAIDE;TOUBORO;MAYO-REY;NORD
775;NO2910;CENTRE SECONDAIRE DE MBANG-REY;TOUBORO;MAYO-REY;NORD
776;NO2911;CENTRE SECONDAIRE DE MBONO;TOUBORO;MAYO-REY;NORD
777;NOALF17;CENTRE SECONDAIRE DE MESSO;GUIDER;MAYO-LOUTI;NORD
778;NO2912;CENTRE SECONDAIRE DE MOFARE;TOUBORO;MAYO-REY;NORD
779;NO2311;CENTRE SECONDAIRE DE MOUROUM;MAYO OULO;MAYO-LOUTI;NORD
780;NO1913;CENTRE SECONDAIRE DE MOUSGOY;GUIDER;MAYO-LOUTI;NORD
781;NO2913;CENTRE SECONDAIRE DE NDOCK;TOUBORO;MAYO-REY;NORD
782;NO2914;CENTRE SECONDAIRE DE NGOUMI;TOUBORO;MAYO-REY;NORD
783;NO2915;CENTRE SECONDAIRE DE OURO-KESSOUM;TOUBORO;MAYO-REY;NORD
784;NO2916;CENTRE SECONDAIRE DE PANDJAMA;TOUBORO;MAYO-REY;NORD
785;NO1407;CENTRE SECONDAIRE DE PELGUE-FIGUIL;FIGUIL;MAYO-LOUTI;NORD
786;NOALF15;CENTRE SECONDAIRE DE PITOA;PITOA;BENOUE;NORD
787;NO2917;CENTRE SECONDAIRE DE RANANA;TOUBORO;MAYO-REY;NORD
788;NO2918;CENTRE SECONDAIRE DE RIBAO;TOUBORO;MAYO-REY;NORD
789;NO1003;CENTRE SECONDAIRE DE ROGNOU;BASHEO;BENOUE;NORD
790;NO2807;CENTRE SECONDAIRE DE SAKDJE;TCHOLLIRE;MAYO REY;NORD
791;NO2707;CENTRE SECONDAIRE DE SINASSI;REY BOUBA;MAYO-REY;NORD
792;NO2919;CENTRE SECONDAIRE DE SIRI;TOUBORO;MAYO-REY;NORD
793;NOALF27;CENTRE SECONDAIRE DE SOROMBEO;MADINGRING;MAYO-REY;NORD
794;NO2809;CENTRE SECONDAIRE DE SOTA;TCHOLLIRE;MAYO REY;NORD
795;NO2810;CENTRE SECONDAIRE DE TABOUN;TCHOLLIRE;MAYO REY;NORD
796;NO2402;CENTRE SECONDAIRE DE TCHEBOA;NGONG;BENOUE;NORD
797;NO2921;CENTRE SECONDAIRE DE TOULDORO;TOUBORO;MAYO-REY;NORD
798;NOALF25;CENTRE SECONDAIRE DE VOGZOM;TOUBORO;MAYO-REY;NORD
799;NO2609;CENTRE SECONDAIRE DE VOKO;POLI;FARO;NORD
800;NO2610;CENTRE SECONDAIRE DE WANGAI;BEKA;FARO;NORD
801;NO2924;CENTRE SECONDAIRE DE YANLI;TOUBORO;MAYO-REY;NORD
802;NOALF21;CENTRE SECONDAIRE DE YOUKOUT;TCHOLLIRE;MAYO REY;NORD
803;NO1202;CENTRE SECONDAIRE DE ADOUMRI;BIBEMI;BENOUE;NORD
804;NO1902;CENTRE SECONDAIRE DE BABOURI;GUIDER;MAYO-LOUTI;NORD
805;NO2702;CENTRE SECONDAIRE DE BAIKWA;REY BOUBA;MAYO-REY;NORD
806;NO2503;CENTRE SECONDAIRE DE BE;PITOA;BENOUE;NORD
807;NO2302;CENTRE SECONDAIRE DE BERENG;MAYO OULO;MAYO-LOUTI;NORD
808;NO1904;CENTRE SECONDAIRE DE BISSOLI;GUIDER;MAYO-LOUTI;NORD
809;NOALF3;CENTRE SECONDAIRE DE BORI-CENTRE;DEMBO;BENOUE;NORD
810;NO1920;CENTRE SECONDAIRE DE BOUCKADJI;GUIDER;MAYO-LOUTI;NORD
811;NO3002;CENTRE SECONDAIRE DE BOUDANG;TOUROUA;BENOUE;NORD
812;NO1203;CENTRE SECONDAIRE DE BOULA-IBI;BIBEMI;BENOUE;NORD
813;NO2611;CENTRE SECONDAIRE DE BOUMBA;POLI;FARO;NORD
814;NO1703;CENTRE SECONDAIRE DE DENGUI;GAROUA III;BENOUE;NORD
815;NO1702;CENTRE SECONDAIRE DE DJALINGO;GAROUA III;BENOUE;NORD
816;NO1204;CENTRE SECONDAIRE DE DJALOUMI;BIBEMI;BENOUE;NORD
817;NO2102;CENTRE SECONDAIRE DE DJEMADJOU;MADINGRING;MAYO-REY;NORD
818;NO2704;CENTRE SECONDAIRE DE DOBINGA;REY BOUBA;MAYO-REY;NORD
819;NOALF4;CENTRE SECONDAIRE DE DORNOMOU;DEMBO;BENOUE;NORD
820;NO2304;CENTRE SECONDAIRE DE DOUMO;MAYO OULO;MAYO-LOUTI;NORD
821;NO2803;CENTRE SECONDAIRE DE GAMBA;TCHOLLIRE;MAYO REY;NORD
822;NO2506;CENTRE SECONDAIRE DE GAROUA ENVIRON II;PITOA;BENOUE;NORD
823;NOALF16;CENTRE SECONDAIRE DE GATOUGUEL;GUIDER;MAYO-LOUTI;NORD
824;NO2804;CENTRE SECONDAIRE DE GOP-REY;TCHOLLIRE;MAYO REY;NORD
825;NO2103;CENTRE SECONDAIRE DE GOR;MADINGRING;MAYO-REY;NORD
826;NO1917;CENTRE SECONDAIRE DE GOROM;GUIDER;MAYO-LOUTI;NORD
827;NO2002;CENTRE SECONDAIRE DE GOUNA;LAGDO;BENOUE;NORD
828;NO2306;CENTRE SECONDAIRE DE GUIRVIZA;MAYO OULO;MAYO-LOUTI;NORD
829;NO2903;CENTRE SECONDAIRE DE HAIDJAM;TOUBORO;MAYO-REY;NORD
830;NO2904;CENTRE SECONDAIRE DE HANKAO;TOUBORO;MAYO-REY;NORD
831;NO2806;CENTRE SECONDAIRE DE HORMBALI;TCHOLLIRE;MAYO REY;NORD
832;NO2613;CENTRE SECONDAIRE DE HOY;POLI;FARO;NORD
833;NO1002;CENTRE SECONDAIRE DE KOBOSSI;BASHEO;BENOUE;NORD
834;NOALF19;CENTRE SECONDAIRE DE IABOUN;TCHOLLIRE;MAYO REY;NORD
835;NOALF5;CENTRE SECONDAIRE DE IAINDE TCHAKOUM;DEMBO;BENOUE;NORD
836;NO1910;CENTRE SECONDAIRE DE IAMORDE;GUIDER;MAYO-LOUTI;NORD
837;NO1103;CENTRE SECONDAIRE DE MALKOGA;BEKA;FARO;NORD
838;NO1911;CENTRE SECONDAIRE DE MATAFAL;GUIDER;MAYO-LOUTI;NORD
839;NO2909;CENTRE SECONDAIRE DE MBAKA-REY;TOUBORO;MAYO-REY;NORD
840;NO2706;CENTRE SECONDAIRE DE MOMBORE;REY BOUBA;MAYO-REY;NORD
841;NOALF11;CENTRE SECONDAIRE DE NAKONG;MAYO-HOURNA;BENOUE;NORD
842;NOALF12;CENTRE SECONDAIRE DE OURO ARDO;MAYO-HOURNA;BENOUE;NORD
843;NO1802;CENTRE SECONDAIRE DE POMLA MANGA;GASCHIGA;BENOUE;NORD
844;NOALF13;CENTRE SECONDAIRE DE TAWOI;MAYO-HOURNA;BENOUE;NORD
845;NO1104;CENTRE SECONDAIRE DE TCHAMBA;BEKA;FARO;NORD
846;NOALF14;CENTRE SECONDAIRE DE TCHARATCHE;MAYO-HOURNA;BENOUE;NORD
847;NO2811;CENTRE SECONDAIRE DE TCHOLLIRE CHEFFERIE;TCHOLLIRE;MAYO REY;NORD
848;NO2608;CENTRE SECONDAIRE DE TETE;POLI;FARO;NORD
849;NOALF8;CENTRE SECONDAIRE DE TONGOU;LAGDO;BENOUE;NORD
850;NO2920;CENTRE SECONDAIRE DE TOUBORO II;TOUBORO;MAYO-REY;NORD
851;OU1302;CHEFFERIE BALENG;BAFOUSSAM II;MIFI;OUEST
852;OUALF5;CHEFFOU BAHAM;BAHAM;HAUTS PLATEAUX;OUEST
853;OUAL75;CHENGNE;BAHAM;HAUTS PLATEAUX;OUEST
854;EN4603;CHERIF MOUSSARI;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
855;LT1721;CITE BERGE;DOUALA III;WOURI;LITTORAL
856;LT1807;CITE DES PALMIERS I;DOUALA V;WOURI;LITTORAL
857;LT1913;CITE DES PALMIERS II;DOUALA V;WOURI;LITTORAL
858;LT1808;CITE SIC BASSA;DOUALA V;WOURI;LITTORAL
859;ES3502;COLOMINE;NGOURA;LOM ET DJEREM;EST
860;AD0100;COMMUNAUTE URBAINE;COMMUNAUTE URBAINE;VINA;ADAMAOUA
861;ES0100;COMMUNAUTE URBAINE;BERTOUA;LOM ET DJEREM;EST
862;NO0100;COMMUNAUTE URBAINE;GAROUA I;BENOUE;NORD
863;SU0200;COMMUNAUTE URBAINE DE KRIBI;KRIBI IER;OCEAN;SUD
864;SU0100;COMMUNAUTE URBAINE D'EBOLOWA;EBOLOWA IER;MVILA;SUD
865;CE1001;COMMUNE D'AFANLOUM;AFANLOUM;MEFOU ET AFAMBA;CENTRE
866;CE1101;COMMUNE D'AKOEMAN;AKOEMAN;NYONG ET SO'O;CENTRE
867;CE1201;COMMUNE D'AKONO;AKONO;MEFOU ET AKONO;CENTRE
868;CE1301;COMMUNE D'AKONOLINGA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
869;CE1501;COMMUNE D'AYOS;AYOS;NYONG ET MFOUMOU;CENTRE
870;CE1401;COMMUNE DE AWAE;AWAE;MEFOU ET AFAMBA;CENTRE
871;CE1601;COMMUNE DE BAFIA;BAFIA;MBAM ET INOUBOU;CENTRE
872;CE1801;COMMUNE DE BIBEY;BIBEY;HAUTE SANAGA;CENTRE
873;CE1901;COMMUNE DE BIKOK;BIKOK;MEFOU ET AKONO;CENTRE
874;CE2001;COMMUNE DE BIYOUHA;BIYOUHA;NYONG ET KELLE;CENTRE
875;CE2101;COMMUNE DE BOKITO;BOKITO;MBAM ET INOUBOU;CENTRE
876;CE2201;COMMUNE DE BONDJOCK;BONDJOCK;NYONG ET KELLE;CENTRE
877;CE2301;COMMUNE DE BOT MAKAK;BOT MAKAK;NYONG ET KELLE;CENTRE
878;CE2501;COMMUNE DE DIBANG;DIBANG;NYONG ET KELLE;CENTRE
879;CE2601;COMMUNE DE DZENG;DZENG;NYONG ET SO'O;CENTRE
880;CE3201;COMMUNE DE ESSE;ESSE;MEFOU ET AFAMBA;CENTRE
881;CE3401;COMMUNE DE KIIKI;KIIKI;MBAM ET INOUBOU;CENTRE
882;CE3501;COMMUNE DE KOBDOMBO;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
883;CE3601;COMMUNE DE KON-YAMBETTA;KON-YAMBETTA;MBAM ET INOUBOU;CENTRE
884;CE3701;COMMUNE DE IEMBE-YEZOUM;LEMBE-YEZOUM;HAUTE SANAGA;CENTRE
885;CE4001;COMMUNE DE MAKENENE;MAKENENE;MBAM ET INOUBOU;CENTRE
886;CE4101;COMMUNE DE MATOMB;MATOMB;NYONG ET KELLE;CENTRE
887;CE4201;COMMUNE DE MBALMAYO;MBALMAYO;NYONG ET SO'O;CENTRE
888;CE4301;COMMUNE DE MBANDJOCK;MBANDJOCK;HAUTE SANAGA;CENTRE
889;CE4401;COMMUNE DE MBANGASSINA;MBANGASSINA;MBAM ET KIM;CENTRE
890;CE4501;COMMUNE DE MBANKOMO;MBANKOMO;MEFOU ET AKONO;CENTRE
891;CE4601;COMMUNE DE MENGANG;MENGANG;NYONG ET MFOUMOU;CENTRE
892;CE4701;COMMUNE DE MENGUEME;MENGUEME;NYONG ET SO'O;CENTRE
893;CE4801;COMMUNE DE MESSONDO;MESSONDO;NYONG ET KELLE;CENTRE
894;CE4901;COMMUNE DE MFOU;MFOU;MEFOU ET AFAMBA;CENTRE
895;CE5001;COMMUNE DE MINTA;MINTA;HAUTE SANAGA;CENTRE
896;CE5201;COMMUNE DE NANGA EBOKO;NANGA-EBOGO;HAUTE SANAGA;CENTRE
897;CE5301;COMMUNE DE NDIKINIMIKI;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
898;CE5401;COMMUNE DE NGAMBE TIKAR;NGAMBE TIKAR;MBAM ET KIM;CENTRE
899;CE5501;COMMUNE DE NGOG MAPOUBI;NGOG MAPOUBI;NYONG ET KELLE;CENTRE
900;CE5601;COMMUNE DE NGOMEDZAP;NGOMEDZAP;NYONG ET SO'O;CENTRE
901;CE5701;COMMUNE DE NGORO;NGORO;MBAM ET KIM;CENTRE
902;CE5801;COMMUNE DE NGOUMOU;NGOUMOU;MEFOU ET AKONO;CENTRE
903;CE5901;COMMUNE DE NGUIBASSAL;NGUIBASSAL;NYONG ET KELLE;CENTRE
904;CE6001;COMMUNE DE NITOUKOU;NITOUKOU;MBAM ET INOUBOU;CENTRE
905;CE6101;COMMUNE DE NKOLAFAMBA;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
906;CE6301;COMMUNE DE NKOTENG;NKOTENG;HAUTE SANAGA;CENTRE
907;CE6401;COMMUNE DE NSEM;NSEM;HAUTE SANAGA;CENTRE
908;CE6501;COMMUNE DE NTUI;NTUI;MBAM ET KIM;CENTRE
909;CE7101;COMMUNE DE SOA;SOA;MEFOU ET AFAMBA;CENTRE
910;CE7901;COMMUNE DE YOKO;YOKO;MBAM ET KIM;CENTRE
911;CE2801;COMMUNE D'EDZENDOUAN;EDZENDOUAN;MEFOU ET AFAMBA;CENTRE
912;CE3001;COMMUNE D'ENDOM;ENDOM;NYONG ET MFOUMOU;CENTRE
913;CE3101;COMMUNE D'ESEKA;ESEKA;NYONG ET KELLE;CENTRE
914;CE6801;COMMUNE D'OLANGUINA;ASSAMBA;MEFOU ET AFAMBA;CENTRE
915;CE6901;COMMUNE D'OMBESSA;OMBESSA;MBAM ET INOUBOU;CENTRE
916;CE6201;COMMUNE NKOLMETET;NKOLMETET;NYONG ET SO'O;CENTRE
917;ES4203;CONGO;YOKADOUMA;BOUMBA ET NGOKO;EST
918;SW1203;COUNCIL SCHOOL UBENEKANG;BAMUSSO;NDIAN;SUD-OUEST
919;EN3302;DABANGA;LOGONE BIRNI;DIAMARE;EXTREME-NORD
920;CE2608;DAIDO;DZENG;NYONG ET SO'O;CENTRE
921;ESA0L;DAIGUENE;MANDJOU;LOM ET DJEREM;EST
922;EN3602;DAKAR;MAROUA I;DIAMARE;EXTREME-NORD
923;EN4502;DAMAI;MOUTOURWA;MAYO-KANI;EXTREME-NORD
924;EN1105;DAMBAYE;BOGO;DIAMARE;EXTREME-NORD
925;EN5503;DANA;YAGOUA;MAYO-DANAY;EXTREME-NORD
926;ENALF7;DANAY- DIGUIZI;YAGOUA;MAYO-DANAY;EXTREME-NORD
927;AD2403;DANFILI;NGAOUNDAL;DJEREM;ADAMAOUA
928;ESAL39;DANG PATOU;BETARE-OYA;LOM ET DJEREM;EST
929;EN1303;DARAK CENTRE;DARAK;DIAMARE;EXTREME-NORD
930;EN4402;DARAM;MOULVOUDAYE;MAYO-KANI;EXTREME-NORD
931;ENALF5;DATCHEKA;DATCHEKA;MAYO-DANAY;EXTREME-NORD
932;CE5203;DEA;NANGA-EBOGO;HAUTE SANAGA;CENTRE
933;LT2202;DEHANE;EDEA I;SANAGA-MARITIME;LITTORAL
934;LT1505;DEIDO;DOUALA I;WOURI;LITTORAL
935;OUALF6;DEMGO;BAHAM;HAUTS PLATEAUX;OUEST
936;ES1411;DENG DENG;NGUELEBOK;LOM ET DJEREM;EST
937;OU2004;DENGBEM;BANGOU;KOUNG KHI;OUEST
938;OU2110;DEPTOUP;BANGANGTE;MIFI;OUEST
939;CE2404;DEUK-CENTRE;DEUK;MBAM ET INOUBOU;CENTRE
940;LT1705;DIBAMBA -BONALOKA;DOUALA III;WOURI;LITTORAL
941;LT1725;DIBAMBA-LEPROSERIE;DOUALA III;WOURI;LITTORAL
942;LT1724;DIBAMBA-YAPOMA;DOUALA III;WOURI;LITTORAL
943;LT4204;DIBENG-NDOGBELE;YABASSI;NKAM;LITTORAL
944;AD2802;DIBI;NYAMBAKA;VINA;ADAMAOUA
945;LT1723;DIBOM I ESPOIR;DOUALA III;WOURI;LITTORAL
946;LT1706;DIBOM II;DOUALA III;WOURI;LITTORAL
947;LT3002;DIBONGO;MOUANKO;SANAGA-MARITIME;LITTORAL
948;LT3103;DIBOUM;NDOBIAN;NKAM;LITTORAL
949;OU4007;DIDANGO;KOUTABA;NOUN;OUEST
950;OU1202;DIEMBOU MELAM I;BAFOUSSAM I;MIFI;OUEST
951;EN3511;DIGAM;MAKARY;DIAMARE;EXTREME-NORD
952;SW3302;DIKOME NGOLO;KOMBO-ITINDI;NDIAN;SUD-OUEST
953;SW1501;DIKOME-BALUE COUNCIL;DIKOME-BALUE;NDIAN;SUD-OUEST
954;ES1305;DIMAKO;BATOURI;KADEY;EST
955;EN4203;DIMEO;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
956;ES3003;DIMPAM;MESSAMENA;HAUT-NYONG;EST
957;CE2503;DINGOMBI;DIBANG;NYONG ET KELLE;CENTRE
958;AD1304;DIR CHEFFERIE;DIR;MBERE;ADAMAOUA
959;OU2016;DJA;BANGOU;KOUNG KHI;OUEST
960;EN2703;DJAFGA;KAI-KAI;MAYO-DANAY;EXTREME-NORD
961;EN4605;DJAMADZAF;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
962;ES3803;DJAMBLE;NGUELEMENDOUGA;HAUT-NYONG;EST
963;EN3512;DJAMENA MOUSSA DJIBRILLA;MAKARY;DIAMARE;EXTREME-NORD
964;ES2804;DJAMPIEL;MBANG;KADEY;EST
965;AD1809;DJAMTARI;MAYO-BALEO;FARO ET DEO;ADAMAOUA
966;ES1402;DJANGANE;BELABO;LOM ET DJEREM;EST
967;AD1409;DJAORO MONE;DJOHONG;MBERE;ADAMAOUA
968;EN4002;DJAPPAI;MINDIF;MAYO-KANI;EXTREME-NORD
969;ES1002;DJENASSOUME;ABONG-MBANG;HAUT-NYONG;EST
970;ENAL78;DJIBOUNIBA;HILE ALIFA;DIAMARE;EXTREME-NORD
971;EN4607;DJIBRILI;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
972;EN1106;DJIDDEL;BOGO;DIAMARE;EXTREME-NORD
973;OU3102;DJIKO;DJEBEM;KOUNG KHI;OUEST
974;AD1205;DJILOUGOU;BELEL;VINA;ADAMAOUA
975;EN3204;DJINGUILIA;KOZA;MAYO-TSANAGA;EXTREME-NORD
976;AD1402;DJOHONG CHEFFERIE;DJOHONG;MBERE;ADAMAOUA
977;CEAL40;DJOKA;MESSONDO;NYONG ET KELLE;CENTRE
978;AD2903;DJOMBI;TIBATI;DJEREM;ADAMAOUA
979;OU2005;DJOMGHOUO;BANGOU;KOUNG KHI;OUEST
980;LT3205;DJON BASSO;NDOM;SANAGA-MARITIME;LITTORAL
981;CE1307;DJO'O;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
982;NW3602;DJOTTIN;NONI;BUI;NORTH-WEST
983;CE1308;DJOUDJOUA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
984;LT2903;DJOUGO ROUTE;MOMBO;MOUNGO;LITTORAL
985;EN3804;DJOULGOUF;MAROUA III;DIAMARE;EXTREME-NORD
986;EN4304;DJOUNDE;MORA;MAYO-SAVA;EXTREME-NORD
987;ES4105;DJOUO;NGUELEMENDOUGA;HAUT-NYONG;EST
988;OU1403;DJUNANG -METE;BAFOUSSAM III;MIFI;OUEST
989;OUAL74;DJUT;BAMENDJOU;HAUTS PLATEAUX;OUEST
990;AD1603;DODEO;KONTCHA;FARO ET DEO;ADAMAOUA
991;EN3702;DOGBA;MAROUA II;DIAMARE;EXTREME-NORD
992;EN5504;DOMO;YAGOUA;MAYO-DANAY;EXTREME-NORD
993;CE1602;DONENKENG II;BAFIA;MBAM ET INOUBOU;CENTRE
994;ES3402;DONGONGO;NDELELE;KADEY;EST
995;EN3513;DOROROYA;MAKARY;DIAMARE;EXTREME-NORD
996;AD2105;DOUA;DIR;MBERE;ADAMAOUA
997;AD3002;DOUALYEL;TIGNERE;FARO ET DEO;ADAMAOUA
998;EN5002;DOUAYE;TCHATIBALI;MAYO-DANAY;EXTREME-NORD
999;ENAL77;DOUBANE;GUIDIGUIS;MAYO-KANI;EXTREME-NORD
1000;EN2403;DOUGOUMSILIAO;HILE ALIFA;DIAMARE;EXTREME-NORD
1001;EN2910;DOUKOULA SECONDAIRE;KAR HAY;MAYO-DANAY;EXTREME-NORD
1002;EN3902;DOULEK;MERI;DIAMARE;EXTREME-NORD
1003;EN4305;DOULO;MORA;MAYO-SAVA;EXTREME-NORD
1004;CE7902;DOUME;YOKO;MBAM ET KIM;CENTRE
1005;EN1602;DOUMROU;KAELE;MAYO-KANI;EXTREME-NORD
1006;OU4720;DOUNKE;PENKA-MICHEL;MENOUA;OUEST
1007;EN3903;DOUROUM;MERI;DIAMARE;EXTREME-NORD
1008;EN4604;DOUVAL;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
1009;EN3904;DOUVANGAR;MERI;DIAMARE;EXTREME-NORD
1010;NW3003;DUMBU;MISAJE;DONGA-MANTUNG;NORTH-WEST
1011;NW3703;DZENG;NKUM;BUI;NORTH-WEST
1012;NW2602;DZEREMNYAM;JAKIRI;BUI;NORTH-WEST
1013;ENAL76;DZIGUILAO SECONDAIRE;DZIGUILAO;MAYO-KANI;EXTREME-NORD
1014;CE7603;DZOUNGOLO V;YAOUNDE V;MFOUNDI;CENTRE
1015;CE7610;DZOUNGOLO VIL;YAOUNDE V;MFOUNDI;CENTRE
1016;CE6102;DZOUZOK;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
1017;ES3804;EBAH;NGUELEMENDOUGA;HAUT-NYONG;EST
1018;ES1404;EBAKA;BELABO;LOM ET DJEREM;EST
1019;CE1914;EBAKOA;BIKOK;MEFOU ET AKONO;CENTRE
1020;LT2802;EBANG - MAMA;MELONG;MOUNGO;LITTORAL
1021;CE7105;EBANG I;SOA;MEFOU ET AFAMBA;CENTRE
1022;CE6704;EBANGA;OKOLA;LEKIE;CENTRE
1023;CE4530;EBEBA;MBANKOMO;MEFOU ET AKONO;CENTRE
1024;CE4530;EBEBA I;MBANKOMO;MEFOU ET AKONO;CENTRE
1025;CE4505;EBEBA II;MBANKOMO;MEFOU ET AKONO;CENTRE
1026;CE7025;EBOGO;SA'A;LEKIE;CENTRE
1027;CE4205;EBOGO;MBALMAYO;NYONG ET SO'O;CENTRE
1028;CE4702;EBOGO;MENGUEME;NYONG ET SO'O;CENTRE
1029;CE7106;EBOGO IV;SOA;MEFOU ET AFAMBA;CENTRE
1030;CE4603;EBOLAKOUNOU;MENGANG;NYONG ET MFOUMOU;CENTRE
1031;CE5808;EBOLBOUM II;NGOUMOU;MEFOU ET AKONO;CENTRE
1032;LT2302;EBOMBE;NGWEI;SANAGA-MARITIME;LITTORAL
1033;CE7002;EBOMZOUT;SA'A;LEKIE;CENTRE
1034;SW3904;EBONJI;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
