id;code_cec;libelle_cec;arrondissement;departement;region
2530;CE1508;NYAMVOUDOU;AYOS;NYONG ET MFOUMOU;CENTRE
2531;CE2407;NYAMZOM;DEUK;MBAM ET INOUBOU;CENTRE
2532;SW3907;NYANDONG;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2533;CE5704;NYANGAFOK;NGORO;MBAM ET KIM;CENTRE
2534;LT4009;NYANON CENTRE;NYANON;SANAGA-MARITIME;LITTORAL
2535;SW3908;NYASOSO;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2536;AD2210;NYASSAR;NGANHA;VINA;ADAMAOUA
2537;AD1107;NYAWA;BANYO;MAYO-BANYO;ADAMAOUA
2538;LT3306;NYEE;NGAMBE;SANAGA-MARITIME;LITTORAL
2539;CE5613;NYENGUE;NGOMEDZAP;NYONG ET SO'O;CENTRE
2540;CE1106;NYEP;AKOEMAN;NYONG ET SO'O;CENTRE
2541;CE4005;NYOKON;MAKENENE;MBAM ET INOUBOU;CENTRE
2542;CE7207;NYOM II;YAOUNDE I;MFOUNDI;CENTRE
2543;CE1909;NYOMO;BIKOK;MEFOU ET AKONO;CENTRE
2544;LT3232;NYOUDEM;NYANON;SANAGA-MARITIME;LITTORAL
2545;OU2714;NZINDONG;BATCHAM;BAMBOUTOS;OUEST
2546;CE6628;OBALA CHEFFERIE;OBALA;LEKIE;CENTRE
2547;CE7210;OBAN;YAOUNDE I;MFOUNDI;CENTRE
2548;CE6722;OBAN I;OKOLA;LEKIE;CENTRE
2549;NW1306;OBANG;BAFUT;MEZAM;NORTH-WEST
2550;SW1711;OBANG (BAKOGA);EYUMUDJOCK;MANYU;SUD-OUEST
2551;CE7119;OBOA;SOA;MEFOU ET AFAMBA;CENTRE
2552;CE6306;OBO'O;NKOTENG;HAUTE SANAGA;CENTRE
2553;CE6204;OBOUT;NKOLMETET;NYONG ET SO'O;CENTRE
2554;CE7511;ODZA II;YAOUNDE IV;MFOUNDI;CENTRE
2555;CE1410;OFFOUMNESELEK II;AWAE;MEFOU ET AFAMBA;CENTRE
2556;CE5806;OFFOUMOU NSELEK;NGOUMOU;MEFOU ET AKONO;CENTRE
2557;CE5210;OKASSANG;NANGA-EBOGO;HAUTE SANAGA;CENTRE
2558;CE7118;OKOA;SOA;MEFOU ET AFAMBA;CENTRE
2559;CE1910;OKODE I;BIKOK;MEFOU ET AKONO;CENTRE
2560;CE2913;OKOK-ESSELE;ELIG-MFOMO;LEKIE;CENTRE
2561;CE7208;OKOLO;YAOUNDE I;MFOUNDI;CENTRE
2562;CE6205;OLAMDOUE;NKOLMETET;NYONG ET SO'O;CENTRE
2563;CEAL25;OLANGUINA;ASSAMBA;MEFOU ET AFAMBA;CENTRE
2564;CE7209;OLEMBE II;YAOUNDE I;MFOUNDI;CENTRE
2565;LT3004;OLOMBE;MOUANKO;SANAGA-MARITIME;LITTORAL
2566;NW4107;OLORUNTI;WIDIKUM-MENKA;MOMO;NORTH-WEST
2567;CE1911;OMAN II;BIKOK;MEFOU ET AKONO;CENTRE
2568;CE6906;OMBESSA VILLAGE;OMBESSA;MBAM ET INOUBOU;CENTRE
2569;CE2111;OMENDE;BOKITO;MBAM ET INOUBOU;CENTRE
2570;LT3221;OMENG;NDOM;SANAGA-MARITIME;LITTORAL
2571;CE5616;ONANA-MBESSA;NGOMEDZAP;NYONG ET SO'O;CENTRE
2572;CE7021;ONDONDO I;SA'A;LEKIE;CENTRE
2573;CE1407;ONDOUDOUMA;AWAE;MEFOU ET AFAMBA;CENTRE
2574;CE7115;ONGANDI;SOA;MEFOU ET AFAMBA;CENTRE
2575;CE4513;ONGOT;MBANKOMO;MEFOU ET AKONO;CENTRE
2576;NW3303;OSHIE;NJIKWA;MOMO;NORTH-WEST
2577;NW1905;OSHUM;BATIBO;MOMO;NORTH-WEST
2578;CE2112;OSSIMB I;BOKITO;MBAM ET INOUBOU;CENTRE
2579;SW1712;OSSING;EYUMUDJOCK;MANYU;SUD-OUEST
2580;CE5614;OSSOEBEMVA;NGOMEDZAP;NYONG ET SO'O;CENTRE
2581;CE1206;OSSOEMIMBANG;AKONO;MEFOU ET AKONO;CENTRE
2582;CE4704;OSSOESSAM;MENGUEME;NYONG ET SO'O;CENTRE
2583;CE5807;OTELE;NGOUMOU;MEFOU ET AKONO;CENTRE
2584;CE6629;OTIBILI;BATSHENGA;LEKIE;CENTRE
2585;CEAL18;OTTOMSAM;AWAE;MEFOU ET AFAMBA;CENTRE
2586;ES3511;OUANDEN;NGOURA;LOM ET DJEREM;EST
2587;CE5211;OUASSA BAMVELE;NANGA-EBOGO;HAUTE SANAGA;CENTRE
2588;CE6307;OUASSA-BABOUTE;NKOTENG;HAUTE SANAGA;CENTRE
2589;EN3910;OUAZZANG;MERI;DIAMARE;EXTREME-NORD
2590;ENALF3;OUBABEL GIOST;MAKARY;DIAMARE;EXTREME-NORD
2591;ESAL67;OUEYA I;NGUELEMENDOUGA;HAUT-NYONG;EST
2592;EN2907;OULARGO;KAR HAY;MAYO-DANAY;EXTREME-NORD
2593;EN5107;OULDEME;TOKOMBERE;MAYO-SAVA;EXTREME-NORD
2594;ES3903;OULI;MBOTORO-OULI;KADEY;EST
2595;AD1110;OUMYARI WAWA;BANYO;MAYO-BANYO;ADAMAOUA
2596;EN1110;OURO MESSERE;BOGO;DIAMARE;EXTREME-NORD
2597;AD1408;OURO-ADDE;DJOHONG;MBERE;ADAMAOUA
2598;EN4608;OUZAL;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
2599;EN4704;OUZAL-LOULOU;NDOUKOULA;DIAMARE;EXTREME-NORD
2600;CE7116;OVANGOUL;SOA;MEFOU ET AFAMBA;CENTRE
2601;CEALF52;OVANGOUL;MBALMAYO;NYONG ET SO'O;CENTRE
2602;CE4514;OVENG;MBANKOMO;MEFOU ET AKONO;CENTRE
2603;CE6206;OVENG;NKOLMETET;NYONG ET SO'O;CENTRE
2604;CE4932;OYACK;MFOU;MEFOU ET AFAMBA;CENTRE
2605;EN5105;PALBARA;TOKOMBERE;MAYO-SAVA;EXTREME-NORD
2606;OU3110;PALMERAIS;DJEBEM;KOUNG KHI;OUEST
2607;ES3409;PANA I;NDELELE;KADEY;EST
2608;EN2506;PANAI;HINA;MAYO-TSANAGA;EXTREME-NORD
2609;AD2404;PANGAR;NGAOUNDAL;DJEREM;ADAMAOUA
2610;OU4721;PANIEU;PENKA-MICHEL;MENOUA;OUEST
2611;CE2314;PAN-MAKAK;BOT MAKAK;NYONG ET KELLE;CENTRE
2612;CE4107;PAN-PAN;MATOMB;NYONG ET KELLE;CENTRE
2613;EN3705;PAPATA;MAROUA II;DIAMARE;EXTREME-NORD
2614;LT1105;PENDA MBOKO;BONALEA;MOUNGO;LITTORAL
2615;LT1106;PENDA MBOKO;BONALEA;MOUNGO;LITTORAL
2616;LT3503;PENJA;PENJA;MOUNGO;LITTORAL
2617;OU2017;PETE;BANGOU;KOUNG KHI;OUEST
2618;ESALF3;PETIT POL;DIMAKO;HAUT-NYONG;EST
2619;NW3907;PINYIN;SANTA;MEZAM;NORTH-WEST
2620;LT1405;PITTI DIBAMBA;DIZANGUE;SANAGA-MARITIME;LITTORAL
2621;LT1909;PK II1 MASSOUBOU CARREFOUR;DOUALA V;WOURI;LITTORAL
2622;EN4317;PODOKO SUD OUDJILA;MORA;MAYO-SAVA;EXTREME-NORD
2623;EN4315;PODOKO-CENTRE;MORA;MAYO-SAVA;EXTREME-NORD
2624;EN4316;PODOKO-NORD;MORA;MAYO-SAVA;EXTREME-NORD
2625;EN1905;POLGUE;GOBO;MAYO-DANAY;EXTREME-NORD
2626;CE7023;POLO;SA'A;LEKIE;CENTRE
2627;OU408;PONDIMOUN;KOUTABA;NOUN;OUEST
2628;LT2305;PONGO;EDEA I;SANAGA-MARITIME;LITTORAL
2629;LT3005;PONGO SONGO;MOUANKO;SANAGA-MARITIME;LITTORAL
2630;CE3310;PONGSOLO;EVOUDOULA;LEKIE;CENTRE
2631;ES2603;POUHEPOUM I;LOMIE;HAUT-NYONG;EST
2632;OUAL67;POUMZE;BAHAM;HAUTS PLATEAUX;OUEST
2633;EN1805;POURTAMAI;GAZAWA;DIAMARE;EXTREME-NORD
2634;EN3406;POUSS;MAGA;MAYO-DANAY;EXTREME-NORD
2635;LT3307;POUTKAK;NGAMBE;SANAGA-MARITIME;LITTORAL
2636;EN4103;RHUMSIKI;MOGODE;MAYO-TSANAGA;EXTREME-NORD
2637;EN4106;RHUMZOU;MOGODE;MAYO-TSANAGA;EXTREME-NORD
2638;AD1907;RIBAO;MAYO-DARLE;MAYO-BANYO;ADAMAOUA
2639;SWALF1;SABES;UPPER BANYANG;MANYU;SUD-OUEST
2640;NW4007;SABGA;TUBAH;MEZAM;NORTH-WEST
2641;NW3806;SABONGARI;NWA;DONGA-MANTUNG;NORTH-WEST
2642;EN1004;SABOURA;BLANGUOA;DIAMARE;EXTREME-NORD
2643;LT4107;SACKBAYEME I;POUMA;SANAGA-MARITIME;LITTORAL
2644;EN1703;SAGME;FOTOKOL;DIAMARE;EXTREME-NORD
2645;EN3605;SALAK;MAROUA I;DIAMARE;EXTREME-NORD
2646;ES4002;SALAPOUMBE VILLE;SALAPOUMBE;BOUMBA ET NGOKO;EST
2647;CE3506;SALLA;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
2648;ES2002;SALLE;DOUMAINTANG;HAUT-NYONG;EST
2649;ES3809;SAMBA;NGUELEMENDOUGA;HAUT-NYONG;EST
2650;ES3510;SAMBA;NGOURA;LOM ET DJEREM;EST
2651;NW2504;SAMBARI;FRU-AWA;MENCUM;NORTH-WEST
2652;AD1108;SAMBOLABO;BANYO;MAYO-BANYO;ADAMAOUA
2653;AD1803;SAMLECTI;MAYO-BALEO;FARO ET DEO;ADAMAOUA
2654;ES3410;SANGALE;NDELELE;KADEY;EST
2655;NW3901;SANTA COUNCIL;SANTA;MEZAM;NORTH-WEST
2656;ENAL66;SAOURINGWA;TCHATIBALI;MAYO-DANAY;EXTREME-NORD
2657;AD2603;SARE IAMIDO;NGAOUNDERE II;VINA;ADAMAOUA
2658;AD1808;SARKI-MATA;MAYO-BALEO;FARO ET DEO;ADAMAOUA
2659;AD2002;SASSA-MBERSI;MBE;VINA;ADAMAOUA
2660;AD1709;SEBORE DJANGOL;MARTAP;VINA;ADAMAOUA
2661;EN1111;SEDEK;BOGO;DIAMARE;EXTREME-NORD
2662;OU3106;SEDEMBOM;DJEBEM;KOUNG KHI;OUEST
2663;ES2003;SEGUELEDOM;DOUMAINTANG;HAUT-NYONG;EST
2664;OU2019;SEKAKOUO;BANGOU;KOUNG KHI;OUEST
2665;OU3108;SEMTO;DJEBEM;KOUNG KHI;OUEST
2666;CE1105;SEP I;AKOEMAN;NYONG ET SO'O;CENTRE
2667;CE3916;SEPP;MAKAK;NYONG ET KELLE;CENTRE
2668;EN5106;SERAOUA;TOKOMBERE;MAYO-SAVA;EXTREME-NORD
2669;NW4209;SHISHONG;MENCHUM VALLEY;MENCUM;NORTH-WEST
2670;LT4108;SIBONGO;POUMA;SANAGA-MARITIME;LITTORAL
2671;CE3707;SIMBANE;LEMBE-YEZOUM;HAUTE SANAGA;CENTRE
2672;CE7708;SIMBOCK BLOC 6(NDZON-ASSI);YAOUNDE VI;MFOUNDI;CENTRE
2673;CE7707;SIMBOCK CHEFFERIE;YAOUNDE VI;MFOUNDI;CENTRE
2674;NW2205;SIMONKOV;OKU;BUI;NORTH-WEST
2675;OU4814;SINGAIN;SANTCHOU;MENOUA;OUEST
2676;EN4105;SIR;MOGODE;MAYO-TSANAGA;EXTREME-NORD
2677;EN4107;SIRAKOUTTI;MOGODE;MAYO-TSANAGA;EXTREME-NORD
2678;CE3507;SOBIA;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
2679;LT1910;SOBIKAGO;DOUALA V;WOURI;LITTORAL
2680;CE4815;SODIBANGA;MESSONDO;NYONG ET KELLE;CENTRE
2681;LT1812;SODIKO;DOUALA IV;WOURI;LITTORAL
2682;OUAL09;SOH NF;NKONG-NI;MENOUA;OUEST
2683;LT4109;SOKELLE I;POUMA;SANAGA-MARITIME;LITTORAL
2684;LT4212;SOLE/DADJOB-NDOJPENDA;YABASSI;NKAM;LITTORAL
2685;CE1332;SOLOLO;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2686;CE5905;SO-MAKAI;NGUIBASSAL;NYONG ET KELLE;CENTRE
2687;LT4011;SOMBOG I;NYANON;SANAGA-MARITIME;LITTORAL
2688;AD1006;SOMIE;BANKIM;MAYO-BANYO;ADAMAOUA
2689;CE3106;SONG BADJECK;ESEKA;NYONG ET KELLE;CENTRE
2690;CE2002;SONG BAYANG;BIYOUHA;NYONG ET KELLE;CENTRE
2691;LT2607;SONG- MBENGUE;MASSOCK;SANAGA-MARITIME;LITTORAL
2692;CE2003;SONG POUA;BIYOUHA;NYONG ET KELLE;CENTRE
2693;CEAL41;SONG-BADJE;MESSONDO;NYONG ET KELLE;CENTRE
2694;CE4817;SONG-MBONG;MESSONDO;NYONG ET KELLE;CENTRE
2695;CE6723;SONG-ONANA;OKOLA;LEKIE;CENTRE
2696;LT4110;SONGSIMUTH;POUMA;SANAGA-MARITIME;LITTORAL
2697;LT1406;SONGUELAND;DIZANGUE;SANAGA-MARITIME;LITTORAL
2698;AD1007;SONKOLONG;BANKIM;MAYO-BANYO;ADAMAOUA
2699;NW2604;SOP;JAKIRI;BUI;NORTH-WEST
2700;NW3206;SOP;NDU;DONGA-MANTUNG;NORTH-WEST
2701;EN1704;SOUERAM;FOTOKOL;DIAMARE;EXTREME-NORD
2702;EN4215;SOUGOULE;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
2703;EN4904;SOULEDE SECONDAIRE;SOULEDE-ROUA;MAYO-TSANAGA;EXTREME-NORD
2704;CE4705;SOUMAYOP;MENGUEME;NYONG ET SO'O;CENTRE
2705;ENALF4;SOUMO;MAKARY;DIAMARE;EXTREME-NORD
2706;CEAL46;SOUS - PREFECTURE;ENDOM;NYONG ET MFOUMOU;CENTRE
2707;LT1106;SOUZA-GARE;BONALEA;MOUNGO;LITTORAL
2708;NW3407;SU-BUM;NJINIKUM;BOYO;NORTH-WEST
2709;OU4619;SUEFENG;NKONG-NI;MENOUA;OUEST
2710;NW3505;TABENKEN;NKAMBE;DONGA-MANTUNG;NORTH-WEST
2711;NW2705;TADU;KUMBO;BUI;NORTH-WEST
2712;AD2003;TAGBOUM;MBE;VINA;ADAMAOUA
2713;LT1310;TAKAMANDA;DIBOMBARI;MOUNGO;LITTORAL
2714;EN2006;TAKOULWEBEY;GOULFEY;DIAMARE;EXTREME-NORD
2715;SWALF2;TAKWAI;UPPER BANYANG;MANYU;SUD-OUEST
2716;EN4612;TALA GOZELE;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
2717;CE4408;TALBA;MBANGASSINA;MBAM ET KIM;CENTRE
2718;SWALF3;TALI;UPPER BANYANG;MANYU;SUD-OUEST
2719;NW2605;TAN;JAKIRI;BUI;NORTH-WEST
2720;EN1112;TANKIROU;BOGO;DIAMARE;EXTREME-NORD
2721;ES1310;TAPARE;BATOURI;KADEY;EST
2722;NW3706;TATUM;NKUM;BUI;NORTH-WEST
2723;EN1113;TCHABAWOL;BOGO;DIAMARE;EXTREME-NORD
2724;EN4104;TCHANAWA;MOGODE;MAYO-TSANAGA;EXTREME-NORD
2725;EN5003;TCHATIBALI SECONDAIRE;TCHATIBALI;MAYO-DANAY;EXTREME-NORD
2726;CE1605;TCHEKANE;BAFIA;MBAM ET INOUBOU;CENTRE
2727;CE2117;TCHEKOS;BOKITO;MBAM ET INOUBOU;CENTRE
2728;EN3911;TCHERE;MERI;DIAMARE;EXTREME-NORD
2729;EN1206;TCHEVI;BOURHA;MAYO-TSANAGA;EXTREME-NORD
2730;OU1311;TCHITCHAP;BAFOUSSAM II;MIFI;OUEST
2731;OU3406;TCHOUAWA;FONGO TONGO;MENOUA;OUEST
2732;OU1412;TCHOUONG;BAFOUSSAM III;MIFI;OUEST
2733;OU1409;TCHOUOTSIT DOUMBI;BAFOUSSAM III;MIFI;OUEST
2734;EN4216;TCHOUVOUK;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
2735;EN2404;TCKIKA;HILE ALIFA;DIAMARE;EXTREME-NORD
2736;CE4413;TEATE;MBANGASSINA;MBAM ET KIM;CENTRE
2737;AD1710;TEKEL;MARTAP;VINA;ADAMAOUA
2738;EN3407;TEKELE;MAGA;MAYO-DANAY;EXTREME-NORD
2739;AD1211;TELLO;BELEL;VINA;ADAMAOUA
2740;CE1333;TENG;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2741;LT1714;TERGAL;DOUALA III;WOURI;LITTORAL
2742;OU2014;TESSE;BANGOU;KOUNG KHI;OUEST
2743;NW1103;TEZE;NGIE;MOMO;NORTH-WEST
2744;EN5502;THEKE;YAGOUA;MAYO-DANAY;EXTREME-NORD
2745;OU3410;THIE;FONGO TONGO;MENOUA;OUEST
2746;CE5615;TIGA;NGOMEDZAP;NYONG ET SO'O;CENTRE
2747;SW3601;TIKO COUNCIL;TIKO;FAKO;SUD-OUEST
2748;ES3512;TIKONDI;NGOURA;LOM ET DJEREM;EST
2749;ES2504;TIMANGOLO;KETTE;KADEY;EST
2750;NW1104;TINECHONG;NGIE;MOMO;NORTH-WEST
2751;SW3701;TINTO COUNCIL;UPPER BANYANG;MANYU;SUD-OUEST
2752;EN4504;TITING;MOUTOURWA;MAYO-KANI;EXTREME-NORD
2753;CE2118;TOBAGNE;BOKITO;MBAM ET INOUBOU;CENTRE
2754;ES3904;TOCKTOYO;MBOTORO-OULI;KADEY;EST
2755;OU1408;TOKET;BAFOUSSAM III;MIFI;OUEST
2756;SW3801;TOKO COUNCIL;TOKO;NDIAN;SUD-OUEST
2757;SW3306;TOKO CUSTOMARY COURT;KOMBO-ITINDI;NDIAN;SUD-OUEST
2758;CEAL44;TOMBA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2759;SW3909;TOMBEL C.D.C;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2760;SW3901;TOMBEL COUNCIL;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2761;CE4819;TOMEL;MESSONDO;NYONG ET KELLE;CENTRE
2762;LT2608;TOMEL;MASSOCK;SANAGA-MARITIME;LITTORAL
2763;LT3104;TONDE;YABASSI;NKAM;LITTORAL
2764;AD2909;TONGO;TIBATI;DJEREM;ADAMAOUA
2765;LT3106;TONGO;NDOBIAN;NKAM;LITTORAL
2766;ES3505;TONGO GANDIMA;NGOURA;LOM ET DJEREM;EST
2767;OU4620;TOPIA;NKONG-NI;MENOUA;OUEST
2768;LT3234;TOUE;NYANON;SANAGA-MARITIME;LITTORAL
2769;OU3310;TOUFFAM;FOKOUE;MENOUA;OUEST
2770;OU1312;TOUGANG II;BAFOUSSAM II;MIFI;OUEST
2771;OU1316;TOUGANG VILLE A;BAFOUSSAM II;MIFI;OUEST
2772;ENALF10;TOUKOU;YAGOUA;MAYO-DANAY;EXTREME-NORD
2773;AD1109;TOUKOUROUA;BANYO;MAYO-BANYO;ADAMAOUA
2774;ENAL65;TOULOUM SECONDAIRE;TOULOUM;MAYO-KANI;EXTREME-NORD
2775;CEAL42;TOUMNGOG;MAKAK;NYONG ET KELLE;CENTRE
2776;AD1212;TOURNIGAL;BELEL;VINA;ADAMAOUA
2777;EN4217;TOUROU;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
2778;OU4419;TOUSSO BAMEKOMBO;MBOUDA;BAMBOUTOS;OUEST
2779;LT1610;TRACTAFRIC;DOUALA II;WOURI;LITTORAL
2780;OU4623;TSINBEU;NKONG-NI;MENOUA;OUEST
2781;CEAL20;TSINGA EYO;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2782;CEAL33;TSINGA VILLAGE;YAOUNDE I;MFOUNDI;CENTRE
2783;OUAL10;TSOBING;NKONG-NI;MENOUA;OUEST
2784;NW4001;TUBAH COUNCIL;TUBAH;MEZAM;NORTH-WEST
2785;OU1313;TYO - VILLAGE;BAFOUSSAM II;MIFI;OUEST
2786;NW2606;VEKOVI;JAKIRI;BUI;NORTH-WEST
2787;CE5009;VELA;MINTA;HAUTE SANAGA;CENTRE
2788;EN5402;VIRI;WINA;MAYO-DANAY;EXTREME-NORD
2789;CE6724;VOA II;OKOLA;LEKIE;CENTRE
2790;AD1807;VOGTI;MAYO-BALEO;FARO ET DEO;ADAMAOUA
2791;CE4412;VOUNDOU;MBANGASSINA;MBAM ET KIM;CENTRE
2792;SW4001;WABANE COUNCIL;WABANE;LEBIALEM;SUD-OUEST
2793;AD2004;WACK I;MBE;VINA;ADAMAOUA
2794;EN2405;WADACK;HILE ALIFA;DIAMARE;EXTREME-NORD
2795;AD2503;WAKWA;NGAOUNDERE I;VINA;ADAMAOUA
2796;CE5010;WALL;MINTA;HAUTE SANAGA;CENTRE
2797;EN4220;WANDAI;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
2798;EN4318;WARBA;MORA;MAYO-SAVA;EXTREME-NORD
2799;NW2607;WASI;JAKIRI;BUI;NORTH-WEST
2800;AD2708;WASSANDE;NYAMBAKA;VINA;ADAMAOUA
2801;NW3506;WAT;NKAMBE;DONGA-MANTUNG;NORTH-WEST
2802;EN5004;WERFEO;TCHATIBALI;MAYO-DANAY;EXTREME-NORD
2803;EN2908;WIBIWA;TCHATIBALI;MAYO-DANAY;EXTREME-NORD
2804;NW4101;WIDIKUM COUNCIL;WIDIKUM-MENKA;MOMO;NORTH-WEST
2805;SW1206;WOANI CENTRE;BAMUSSO;NDIAN;SUD-OUEST
2806;AD1504;WOGOMDOU;GALIM TIGNERE;FARO ET DEO;ADAMAOUA
2807;AD3006;WOULDE;TIGNERE;FARO ET DEO;ADAMAOUA
2808;EN3537;WOULKY;MAKARY;DIAMARE;EXTREME-NORD
2809;ES3506;WOUMBOU;NGOURA;LOM ET DJEREM;EST
2810;LT4209;WOURI-BWELE;YABASSI;NKAM;LITTORAL
2811;AD1908;WOURO YOUBI;MAYO-DARLE;MAYO-BANYO;ADAMAOUA
2812;AD2709;WOURO-SOUA;NGAOUNDERE III;VINA;ADAMAOUA
2813;ES1412;WOUTCHABA;BELABO;LOM ET DJEREM;EST
2814;NW3207;WOWO;NDU;DONGA-MANTUNG;NORTH-WEST
2815;NW2101;WUM COUNCIL;WUM;MENCUM;NORTH-WEST
2816;NW2608;WVEN;JAKIRI;BUI;NORTH-WEST
2817;LT2208;YABI-MAPAN;EDEA I;SANAGA-MARITIME;LITTORAL
2818;ESAL48;YADIA;BERTOUA IIE;LOM ET DJEREM;EST
2819;ENALF11;YAGOUA-VELE;YAGOUA;MAYO-DANAY;EXTREME-NORD
2820;OU3407;YAGUEM;FONGO TONGO;MENOUA;OUEST
2821;CE5407;YAH;NGAMBE TIKAR;MBAM ET KIM;CENTRE
2822;CE3407;YAKAN;KIIKI;MBAM ET INOUBOU;CENTRE
2823;EN4006;YAKANG;MINDIF;MAYO-KANI;EXTREME-NORD
2824;AD1405;YAMBA;DJOHONG;MBERE;ADAMAOUA
2825;CE2113;YAMBASSA;BOKITO;MBAM ET INOUBOU;CENTRE
2826;CE3605;YAMBETTA;KON-YAMBETTA;MBAM ET INOUBOU;CENTRE
2827;NW3408;YANG;NJINIKUM;BOYO;NORTH-WEST
2828;CE5705;YANGBA;NGORO;MBAM ET KIM;CENTRE
2829;CE2114;YANGBEN;BOKITO;MBAM ET INOUBOU;CENTRE
2830;CE7401;YAOUNDE III;YAOUNDE III;MFOUNDI;CENTRE
2831;CE7501;YAOUNDE IV;YAOUNDE IV;MFOUNDI;CENTRE
2832;CE7601;YAOUNDE V;YAOUNDE V;MFOUNDI;CENTRE
2833;CE7701;YAOUNDE VI;YAOUNDE VI;MFOUNDI;CENTRE
2834;AD1404;YARMBANG;DJOHONG;MBERE;ADAMAOUA
2835;CE5706;YASSEM;NGORO;MBAM ET KIM;CENTRE
2836;LT1311;YASSEN;DIBOMBARI;MOUNGO;LITTORAL
2837;CE1511;YEBE;AYOS;NYONG ET MFOUMOU;CENTRE
2838;CE4409;YEBEKOLO;MBANGASSINA;MBAM ET KIM;CENTRE
2839;CE6725;YEGUE-ASSI;OKOLA;LEKIE;CENTRE
2840;CE1334;YEMEYEME;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2841;CE6630;YEMKOUT;OBALA;LEKIE;CENTRE
2842;CE6631;YEMSSOA1;OBALA;LEKIE;CENTRE
2843;CE3508;YENASSA;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
2844;ES3303;YENGA;MOULOUNDO;BOUMBA ET NGOKO;EST
2845;LT4306;YINGUI;YINGUI;NKAM;LITTORAL
2846;ENALF9;YIRDEN;YAGOUA;MAYO-DANAY;EXTREME-NORD
2847;ES3411;YOLA;NDELELE;KADEY;EST
2848;EN1806;YOLA MALIKI;GAZAWA;DIAMARE;EXTREME-NORD
2849;EN1404;YOLDEO;DARGALA;DIAMARE;EXTREME-NORD
2850;OU2015;YOM;BANGOU;KOUNG KHI;OUEST
2851;LT3222;YOP-YOP;NDOM;SANAGA-MARITIME;LITTORAL
2852;CE2115;YORRO;BOKITO;MBAM ET INOUBOU;CENTRE
2853;LT3221;YOUMNGOUE;NDOM;SANAGA-MARITIME;LITTORAL
2854;LI1607;YOUPWE;DOUALA II;WOURI;LITTORAL
2855;ENAL64;ZAKALANG;KAELE;MAYO-KANI;EXTREME-NORD
2856;CE4923;ZALOM;MFOU;MEFOU ET AFAMBA;CENTRE
2857;CE1335;ZALOM;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2858;CE4215;ZALOM;NKOLMETET;NYONG ET SO'O;CENTRE
2859;EN4218;ZAMAI;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
2860;EN4613;ZELEVET;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
2861;ESAL49;ZEMBE BORONGO;BETARE-OYA;LOM ET DJEREM;EST
2862;OU2715;ZEMTSUET;BATCHAM;BAMBOUTOS;OUEST
2863;CE5212;ZENGOAGA;NANGA-EBOGO;HAUTE SANAGA;CENTRE
2864;NW4301;ZHOA COUNCIL;FONGUM;MENCUM;NORTH-WEST
2865;EN1309;ZIDIM;DARAK;DIAMARE;EXTREME-NORD
2866;EN5302;ZIGAGUE;WAZA;DIAMARE;EXTREME-NORD
2867;EN3213;ZILER;KOZA;MAYO-TSANAGA;EXTREME-NORD
2868;CE6632;ZIMA;OBALA;LEKIE;CENTRE
2869;EN1114;ZINABALANG;BOGO;DIAMARE;EXTREME-NORD
2870;CE3708;ZOA;LEMBE-YEZOUM;HAUTE SANAGA;CENTRE
2871;ES3103;ZOADIBA;MESSOK;HAUT-NYONG;EST
2872;CE4521;ZOASSEL II;MBANKOMO;MEFOU ET AKONO;CENTRE
2873;CEAL29;ZOATOUPSI;MBANKOMO;MEFOU ET AKONO;CENTRE
2874;CE6109;ZOK I;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2875;CE3013;ZOMO;ENDOM;NYONG ET MFOUMOU;CENTRE
2876;LT1715;ZONE NYLON;DOUALA III;WOURI;LITTORAL
2877;EN4705;ZONGOYA;NDOUKOULA;DIAMARE;EXTREME-NORD
2878;CE6633;ZOUATOUBSI;OBALA;LEKIE;CENTRE
2879;EN1503;ZOUAYE;DATCHEKA;MAYO-DANAY;EXTREME-NORD
2880;ES2604;ZOULABOT I;LOMIE;HAUT-NYONG;EST
2881;ES4215;ZOULABOT NOUVEAU;YOKADOUMA;BOUMBA ET NGOKO;EST
2882;CE3014;ZOULOU;ENDOM;NYONG ET MFOUMOU;CENTRE
